rainfall,humidity,temperature,crop
1105.6,87.6,33.7,Cucumber
386.3,52.7,26.2,Peas
1757.1,80.9,14.5,Irish Potatoes
1307.1,77.1,34.9,Rice
880.9,51.6,15.7,Beans
589.8,73.0,29.2,Maize
907.3,55.0,16.7,Tomatoes
1571.4,82.1,15.5,Cassava
1964.3,71.6,11.3,Millet
1664.2,57.6,14.7,Sunflower
923.4,50.7,17.9,Groundnuts
925.8,87.1,11.1,Groundnuts
1396.6,40.1,29.5,Sorghum
1963.7,87.3,14.5,Cabbage
678.8,55.2,28.5,Green Grams
935.5,81.2,19.6,Soybeans
1075.8,82.2,24.8,Irish Potatoes
1471.8,65.7,31.6,Millet
1142.1,80.5,28.0,Rice
518.0,40.7,29.0,Cassava
781.0,45.9,22.4,Green Grams
1315.7,45.9,11.9,Sweet Potatoes
475.6,68.7,27.7,Garlic
1126.6,45.7,21.3,Cowpeas
338.4,68.4,24.3,Sweet Potatoes
1487.8,85.8,32.8,Cowpeas
1527.1,53.5,12.3,Spinach
1010.0,83.6,27.1,Beans
1965.6,87.1,18.1,Carrots
631.5,49.6,25.9,Rice
619.5,46.2,32.1,Pineapple
828.8,66.6,15.3,Groundnuts
917.9,49.2,10.4,Rice
769.3,76.7,13.4,Lentils
883.5,72.5,16.2,Cassava
654.8,75.2,31.3,Kale
503.2,41.2,32.0,Cowpeas
1764.3,84.7,14.4,Green Grams
388.3,52.0,16.5,Millet
820.5,44.3,24.1,Pineapple
249.6,46.8,12.8,Lentils
1724.1,40.4,31.1,Green Grams
1174.0,56.2,12.0,Irish Potatoes
690.8,86.7,33.7,Cucumber
820.3,83.3,28.4,Sweet Potatoes
328.1,83.2,10.4,Wheat
325.4,78.4,32.0,Wheat
885.0,49.0,29.3,Maize
681.0,80.6,10.2,Pawpaw
962.4,60.4,16.1,Kale
1257.5,48.4,16.7,Wheat
1866.9,57.7,34.9,Spinach
713.2,40.4,34.7,Cowpeas
344.4,61.1,16.2,Tomatoes
1821.0,73.9,13.6,Cowpeas
1348.8,72.0,18.9,Onions
954.7,68.3,16.6,Garlic
1129.5,63.2,18.3,Spinach
1098.7,46.7,10.7,Cassava
1804.5,62.8,14.3,Rice
1588.4,61.3,24.6,Chilies
826.2,87.3,15.0,Onions
1022.9,59.4,26.1,Green Grams
1272.0,83.1,13.4,Irish Potatoes
1230.7,85.9,26.1,Soybeans
374.2,77.1,20.4,Pineapple
868.9,84.8,34.1,Onions
1390.6,55.4,32.3,Sweet Potatoes
1151.2,56.3,15.9,Green Grams
341.9,70.5,17.3,Lentils
1986.0,82.0,27.7,Cassava
1878.8,82.2,13.6,Cowpeas
988.1,72.8,10.2,Cassava
512.5,79.4,12.9,Cassava
1152.1,53.7,12.8,Spinach
1774.1,65.7,31.3,Bananas
1841.9,42.0,29.2,Cassava
1403.4,52.3,10.6,Bananas
883.0,58.1,25.0,Garlic
1014.4,77.6,17.3,Pumpkin
1668.7,53.9,28.4,Sorghum
989.0,45.3,12.7,Spinach
613.1,68.5,11.7,Groundnuts
1537.5,76.9,16.3,Rice
1579.5,84.8,11.6,Cowpeas
1674.4,59.5,26.2,Spinach
878.1,47.5,22.8,Peas
240.4,71.9,13.4,Onions
1363.3,85.2,20.6,Wheat
760.2,73.2,20.9,Rice
1704.8,61.2,13.9,Pineapple
768.3,52.9,34.7,Cassava
580.2,74.8,13.6,Garlic
1509.9,53.4,21.7,Carrots
1696.5,70.1,11.3,Sweet Potatoes
681.0,54.0,19.3,Chilies
1595.2,75.2,31.3,Sorghum
1780.2,46.9,21.4,Carrots
983.9,55.4,26.6,Millet
1785.5,57.5,10.8,Cowpeas
1601.8,68.3,31.0,Beans
899.1,46.8,12.0,Cowpeas
1989.3,40.9,34.9,Garlic
694.8,61.4,10.1,Millet
1926.8,54.7,14.1,Cowpeas
1706.0,41.0,29.9,Tomatoes
1356.6,48.0,14.4,Cassava
244.9,62.2,20.7,Bananas
575.2,49.5,20.2,Carrots
205.9,57.2,16.9,Cucumber
811.1,43.9,21.1,Pineapple
1600.6,80.1,21.4,Cowpeas
1339.5,42.6,21.7,Cowpeas
940.0,77.3,16.3,Lentils
922.0,77.1,31.1,Carrots
1127.5,49.6,20.1,Groundnuts
466.8,64.9,34.5,Chilies
509.5,77.9,10.4,Garlic
1904.0,40.6,18.2,Cassava
1531.4,87.4,26.1,Peas
626.5,74.9,32.4,Maize
746.5,70.1,31.9,Kale
1394.8,61.4,21.7,Lentils
1826.2,87.1,14.8,Spinach
1734.0,43.7,30.7,Green Grams
1739.3,79.9,19.0,Sunflower
619.9,49.8,14.4,Sunflower
857.2,79.9,13.4,Watermelon
698.0,58.4,31.7,Cassava
1708.9,87.5,34.0,Pineapple
377.8,68.6,31.0,Soybeans
1089.1,54.6,32.4,Chilies
1586.3,72.9,24.0,Cabbage
513.6,68.8,19.0,Sweet Potatoes
725.5,84.1,12.5,Carrots
331.6,46.5,15.6,Maize
1748.8,72.3,16.0,Bananas
1391.8,41.5,22.5,Tomatoes
629.5,51.8,14.6,Beans
1586.6,85.4,31.2,Maize
1856.2,71.3,33.8,Bananas
524.3,61.1,16.2,Green Grams
678.8,71.1,22.5,Tomatoes
491.9,40.3,30.8,Bananas
394.0,79.0,18.9,Maize
1876.8,62.6,21.6,Onions
1182.8,60.5,11.0,Watermelon
783.7,49.0,10.0,Sweet Potatoes
397.1,50.0,34.5,Peas
1853.8,82.0,10.4,Garlic
1207.9,47.8,15.1,Onions
1115.4,71.5,31.8,Sweet Potatoes
1002.8,47.1,20.6,Cabbage
783.4,80.0,35.0,Sorghum
1214.2,68.8,10.4,Onions
994.4,50.5,28.4,Garlic
955.8,70.6,20.0,Groundnuts
452.2,43.7,10.9,Maize
332.4,89.9,11.2,Pumpkin
775.9,52.9,25.6,Cowpeas
1021.2,61.5,13.1,Peas
1321.3,59.8,28.6,Kale
710.3,45.6,26.9,Green Grams
1824.4,48.6,15.0,Onions
948.6,86.5,10.8,Millet
700.1,77.2,33.2,Pawpaw
1700.7,88.3,20.0,Sorghum
1753.0,77.7,10.1,Onions
1114.6,74.3,26.7,Maize
878.2,83.6,34.4,Peas
506.9,66.7,10.5,Peas
553.8,83.4,13.5,Watermelon
1174.9,55.2,24.0,Beans
1140.3,55.9,23.5,Pineapple
519.0,40.4,33.1,Groundnuts
1861.1,52.6,32.8,Cassava
1320.4,57.2,28.0,Onions
376.5,69.0,29.1,Garlic
362.2,58.5,31.8,Lentils
1574.4,89.2,29.9,Cassava
1588.6,58.8,15.3,Wheat
311.5,87.3,33.6,Cucumber
313.9,58.1,15.4,Watermelon
1387.6,48.3,10.6,Watermelon
345.7,59.9,17.5,Lentils
1871.5,51.4,32.2,Pawpaw
1759.4,71.9,13.0,Kale
1630.1,68.3,13.2,Peas
616.8,68.3,10.1,Pineapple
209.0,52.8,12.0,Sorghum
1654.8,51.0,14.0,Sorghum
568.7,44.6,28.9,Cucumber
1208.7,58.8,15.7,Soybeans
822.0,69.7,24.2,Soybeans
1651.4,51.1,24.5,Peas
1188.1,65.5,14.4,Garlic
1051.6,65.6,11.8,Sorghum
849.8,66.9,19.6,Sorghum
517.8,82.5,25.0,Irish Potatoes
1801.3,77.1,28.1,Pumpkin
1714.5,57.8,16.8,Kale
1626.0,42.5,11.7,Rice
735.2,70.7,30.9,Lentils
1281.9,70.3,19.7,Lentils
1663.5,45.4,23.9,Rice
1962.5,50.4,24.5,Cabbage
1783.7,56.3,18.0,Sunflower
1830.3,46.4,33.4,Rice
1340.8,72.3,13.7,Carrots
1125.1,89.8,33.3,Pineapple
1355.4,76.8,11.7,Carrots
1745.3,56.1,15.1,Tomatoes
763.4,74.5,28.5,Onions
861.3,67.6,29.6,Green Grams
1458.4,51.2,13.6,Pineapple
864.3,88.4,15.5,Wheat
1836.6,58.4,29.1,Groundnuts
395.3,74.7,12.0,Green Grams
446.3,60.3,23.3,Rice
1558.0,89.4,29.2,Tomatoes
589.2,42.3,34.8,Cassava
1847.2,85.3,20.3,Soybeans
1260.6,55.8,20.8,Pumpkin
969.8,77.6,28.2,Beans
427.6,60.5,15.6,Cucumber
1044.5,46.1,29.9,Groundnuts
1935.2,45.1,33.3,Sunflower
1095.8,62.8,22.1,Lentils
739.3,78.1,32.5,Sunflower
1948.2,41.5,26.8,Sweet Potatoes
1394.2,82.4,11.2,Chilies
746.5,60.2,29.4,Maize
1562.5,58.7,16.4,Garlic
881.4,87.8,28.2,Pineapple
596.5,57.9,20.0,Garlic
1698.6,66.6,30.6,Cassava
425.4,85.2,13.6,Beans
420.5,63.4,14.8,Millet
604.9,52.3,15.6,Pawpaw
1512.7,76.7,20.5,Peas
468.7,41.7,21.1,Soybeans
1841.2,63.3,22.5,Sorghum
1166.1,55.3,30.2,Onions
611.6,77.8,13.9,Garlic
1725.6,86.6,30.1,Garlic
1952.0,89.9,30.5,Cucumber
1897.2,51.6,23.2,Sorghum
660.5,54.3,18.3,Onions
1477.1,69.1,20.2,Watermelon
1815.8,60.0,21.9,Rice
560.5,68.4,19.5,Bananas
1992.0,62.0,12.2,Cassava
445.6,61.5,21.2,Onions
506.6,85.9,20.0,Sunflower
623.9,72.7,23.8,Onions
389.4,84.7,22.3,Spinach
1829.3,48.8,19.7,Irish Potatoes
481.9,75.4,34.9,Pineapple
423.2,64.6,19.0,Garlic
1079.6,81.9,12.7,Pineapple
395.4,49.4,16.3,Maize
499.6,79.0,34.9,Kale
1195.1,43.3,18.3,Pumpkin
284.1,53.7,23.5,Bananas
507.2,51.1,22.0,Carrots
1263.5,60.5,30.0,Watermelon
1742.8,44.8,24.5,Pineapple
1364.4,71.6,20.4,Watermelon
676.7,60.9,12.9,Lentils
1694.9,61.5,22.5,Sweet Potatoes
349.3,89.0,14.8,Irish Potatoes
684.5,82.2,10.9,Tomatoes
960.1,61.7,12.4,Cowpeas
1595.9,43.9,17.5,Watermelon
821.9,80.4,10.8,Maize
577.2,49.8,12.2,Garlic
1920.5,85.7,17.4,Carrots
1272.2,64.5,21.3,Millet
1117.8,75.7,15.5,Tomatoes
769.5,55.5,29.0,Chilies
212.8,43.0,16.1,Sweet Potatoes
943.0,74.9,32.6,Kale
1423.9,89.3,30.5,Beans
1753.8,62.1,30.2,Irish Potatoes
474.6,54.3,16.0,Spinach
275.3,50.7,24.4,Onions
1789.9,55.5,14.0,Pumpkin
1883.9,75.3,29.1,Green Grams
421.9,52.7,25.5,Garlic
1057.8,55.4,11.3,Groundnuts
567.5,66.8,13.8,Lentils
290.3,57.6,34.8,Pawpaw
1714.4,89.4,28.6,Cowpeas
1831.3,45.4,29.3,Irish Potatoes
1410.4,45.8,10.9,Soybeans
275.0,89.8,28.0,Watermelon
1692.6,59.4,22.4,Tomatoes
548.8,89.9,20.2,Cucumber
1018.7,72.2,21.3,Millet
545.9,87.1,32.4,Bananas
1009.6,72.9,10.1,Green Grams
534.6,41.7,21.1,Watermelon
1802.6,88.1,23.5,Pawpaw
921.8,52.3,23.1,Beans
1544.6,66.0,15.9,Bananas
600.7,67.3,24.0,Onions
219.9,53.3,30.5,Maize
556.3,73.8,35.0,Garlic
1173.8,75.4,26.2,Chilies
280.3,65.4,11.5,Cucumber
331.1,74.2,12.5,Irish Potatoes
556.9,55.9,22.9,Garlic
1085.2,58.0,28.5,Cassava
1087.1,77.7,18.0,Chilies
1256.8,48.0,24.5,Irish Potatoes
1333.4,61.3,17.2,Irish Potatoes
964.0,52.3,11.7,Beans
1270.2,84.1,30.0,Pineapple
792.7,81.1,11.9,Garlic
748.8,44.9,23.8,Pawpaw
350.3,76.2,29.8,Pineapple
1818.5,72.0,17.4,Onions
892.3,56.7,14.2,Cabbage
1102.8,79.4,32.3,Pumpkin
1043.4,84.2,22.7,Sweet Potatoes
1499.5,60.8,24.2,Carrots
1120.0,46.5,30.9,Millet
1818.3,57.9,12.9,Sorghum
279.2,62.2,34.6,Pawpaw
1316.5,89.4,14.1,Sunflower
217.3,42.4,12.0,Kale
1204.3,56.4,31.1,Irish Potatoes
1184.4,51.8,32.0,Cabbage
1015.8,77.6,12.9,Lentils
992.2,70.1,29.6,Soybeans
1530.3,61.7,17.2,Green Grams
1687.6,64.6,18.6,Sweet Potatoes
748.8,69.1,27.2,Bananas
254.4,57.4,32.8,Beans
1446.5,71.8,13.9,Sweet Potatoes
1973.7,43.3,34.4,Chilies
233.4,72.4,28.0,Wheat
1605.6,61.7,20.1,Beans
1491.1,40.3,23.5,Green Grams
1470.5,66.7,22.7,Soybeans
1961.1,88.6,12.2,Soybeans
1647.4,66.2,29.6,Sweet Potatoes
1297.0,50.3,22.9,Chilies
1619.7,81.7,12.4,Cassava
1309.9,72.1,13.6,Chilies
1799.9,81.1,25.7,Pawpaw
589.5,74.7,25.9,Cowpeas
738.3,61.1,16.7,Peas
862.7,47.3,34.8,Green Grams
478.4,45.1,22.8,Garlic
1142.2,78.8,31.3,Maize
1983.5,87.3,14.4,Watermelon
1653.0,87.9,16.8,Pumpkin
474.9,44.2,17.9,Sunflower
778.4,50.2,26.2,Sorghum
1926.0,87.5,29.7,Irish Potatoes
1542.3,49.4,10.9,Garlic
1349.0,54.5,31.2,Onions
1188.9,73.7,14.2,Irish Potatoes
752.6,87.0,13.0,Wheat
1112.2,75.1,32.9,Irish Potatoes
620.3,83.0,32.3,Cassava
989.3,51.8,26.6,Green Grams
1980.2,48.7,14.5,Pawpaw
457.2,77.1,29.9,Groundnuts
448.2,87.1,18.0,Kale
1701.7,79.9,21.6,Beans
1344.3,40.0,27.4,Carrots
1678.9,85.1,20.1,Spinach
790.6,76.2,26.7,Cowpeas
512.9,75.4,13.6,Peas
1786.7,78.5,26.7,Groundnuts
1652.3,46.4,28.0,Tomatoes
881.9,87.7,16.8,Pineapple
898.6,68.3,10.9,Cabbage
1396.7,89.8,30.4,Spinach
667.3,61.8,34.7,Peas
1097.9,73.9,20.3,Pumpkin
1903.9,79.1,31.4,Green Grams
363.6,43.8,28.8,Spinach
784.8,81.1,32.6,Cucumber
1680.2,50.3,29.2,Garlic
424.4,51.5,10.1,Cucumber
1264.5,85.7,33.6,Sorghum
826.7,72.3,18.8,Spinach
1672.8,52.9,18.1,Maize
1818.0,47.0,29.7,Carrots
918.1,64.8,10.9,Carrots
906.1,51.3,19.4,Beans
1469.3,69.6,10.1,Groundnuts
1122.0,55.8,20.6,Rice
359.7,84.8,28.0,Kale
864.0,66.7,12.1,Rice
1044.9,79.9,12.0,Cabbage
231.6,54.0,12.8,Cassava
1231.0,83.5,17.6,Pumpkin
1063.0,73.7,10.8,Cassava
943.7,71.1,27.9,Onions
800.7,72.2,30.0,Kale
1226.5,60.5,21.9,Spinach
376.6,88.4,17.1,Cucumber
1524.4,73.1,14.5,Cowpeas
422.7,55.3,31.7,Pineapple
841.0,62.4,14.9,Chilies
1898.2,65.2,16.7,Chilies
498.4,78.8,17.0,Cowpeas
1897.5,64.7,33.5,Sweet Potatoes
634.2,43.7,10.8,Spinach
1958.9,86.7,29.7,Pawpaw
1773.2,65.6,30.5,Cassava
1640.2,60.4,24.6,Pineapple
691.4,80.4,17.7,Pumpkin
1122.6,59.5,13.4,Wheat
1968.9,50.4,31.0,Spinach
1234.1,58.8,29.9,Pumpkin
1532.5,82.7,21.5,Rice
1125.8,60.0,19.5,Cowpeas
1525.2,66.3,16.2,Pineapple
822.8,40.2,25.9,Cowpeas
1797.0,56.2,15.0,Sorghum
1670.9,73.5,29.9,Sorghum
209.3,43.6,18.6,Pumpkin
399.1,64.7,29.9,Pawpaw
1536.6,41.8,22.0,Pawpaw
1617.6,76.4,31.5,Watermelon
1325.8,75.2,28.3,Pineapple
1794.8,65.7,34.8,Pawpaw
313.2,83.9,19.1,Irish Potatoes
1251.4,50.9,12.6,Green Grams
1010.9,42.4,28.4,Irish Potatoes
892.0,80.4,21.6,Watermelon
1306.2,87.8,14.8,Tomatoes
392.7,49.7,15.2,Spinach
1672.1,82.8,10.7,Peas
695.8,77.5,30.3,Carrots
1174.0,78.0,13.2,Pawpaw
1984.0,58.0,22.9,Cassava
873.2,85.4,25.5,Irish Potatoes
1993.4,45.6,18.6,Pawpaw
521.0,57.9,16.3,Irish Potatoes
1233.1,54.6,22.4,Cucumber
229.1,80.4,31.6,Spinach
1351.8,55.9,33.0,Irish Potatoes
1394.7,67.4,11.3,Bananas
1369.5,48.0,14.8,Lentils
1991.4,68.5,31.1,Soybeans
1381.9,42.3,17.7,Rice
1864.9,52.9,25.2,Sorghum
1854.2,63.7,28.1,Soybeans
932.3,81.7,31.9,Cucumber
1669.2,48.7,29.1,Pawpaw
1913.8,60.4,19.8,Cowpeas
565.7,86.5,10.7,Tomatoes
1402.6,60.7,19.2,Lentils
1752.2,51.6,14.6,Beans
1982.6,74.9,13.3,Cabbage
307.2,47.0,17.5,Cabbage
1005.3,52.0,25.4,Sorghum
1774.9,80.0,33.4,Cassava
1455.8,84.2,10.0,Sweet Potatoes
1076.6,51.1,15.1,Peas
671.4,88.8,34.9,Sweet Potatoes
895.6,86.0,28.7,Sunflower
943.0,85.3,14.9,Cabbage
680.9,45.4,33.5,Garlic
1332.6,70.5,17.8,Green Grams
720.7,89.7,27.8,Watermelon
315.5,76.4,10.5,Irish Potatoes
1440.0,45.1,22.6,Bananas
964.6,43.3,28.7,Lentils
1125.7,52.3,32.8,Pineapple
495.8,62.0,15.4,Onions
678.7,46.6,28.4,Kale
1548.4,78.6,27.3,Carrots
739.3,77.1,22.7,Pineapple
929.1,85.9,15.3,Pumpkin
273.7,48.4,30.0,Lentils
738.1,45.8,11.3,Bananas
933.7,72.8,22.9,Sweet Potatoes
1764.0,81.0,23.1,Cucumber
1431.5,78.9,33.0,Kale
1490.6,49.6,18.5,Rice
1876.3,87.5,15.9,Cowpeas
383.9,40.8,28.1,Cucumber
1405.6,82.2,34.9,Groundnuts
571.8,58.2,22.8,Spinach
1892.1,70.3,19.9,Green Grams
390.2,59.7,20.8,Maize
1656.5,65.1,11.4,Cowpeas
1776.2,77.3,12.6,Pawpaw
1293.4,82.4,13.5,Sorghum
985.3,78.3,18.0,Millet
587.9,76.7,29.9,Beans
730.1,53.1,22.8,Carrots
1698.8,47.6,19.3,Chilies
1562.9,62.1,27.0,Tomatoes
537.5,62.2,22.0,Sweet Potatoes
1811.2,58.9,23.6,Green Grams
1445.8,73.5,20.9,Sweet Potatoes
1411.5,59.5,17.2,Pineapple
671.2,51.1,23.7,Beans
257.1,44.3,25.5,Chilies
1901.0,55.8,22.8,Sorghum
939.0,51.5,21.4,Bananas
347.4,60.3,15.9,Pumpkin
888.3,81.4,21.9,Pawpaw
377.4,46.9,31.7,Wheat
249.1,57.0,29.6,Soybeans
966.9,64.5,12.5,Watermelon
480.0,45.5,10.9,Cowpeas
1995.2,46.7,27.8,Pawpaw
1687.4,68.0,10.9,Pineapple
1481.3,77.7,24.1,Watermelon
1909.2,76.5,32.8,Beans
1393.4,82.2,20.0,Millet
340.8,61.9,29.2,Irish Potatoes
1804.5,71.1,26.9,Cabbage
1218.5,69.1,25.3,Millet
1483.5,71.1,28.3,Groundnuts
1664.4,44.8,22.4,Rice
725.1,51.4,32.7,Garlic
1286.5,80.0,25.8,Carrots
1645.6,49.9,34.1,Pawpaw
1515.6,51.5,20.2,Carrots
1166.4,52.4,10.2,Maize
1265.3,59.2,10.1,Tomatoes
1808.8,52.7,27.9,Tomatoes
248.0,55.0,30.1,Bananas
243.3,85.1,25.1,Pawpaw
892.7,77.5,20.0,Cassava
1169.9,78.5,14.8,Carrots
734.7,87.5,26.4,Sunflower
1729.0,46.2,14.4,Millet
1353.8,57.6,27.3,Kale
401.2,60.6,28.7,Tomatoes
1646.4,75.4,26.3,Carrots
506.6,56.1,18.5,Soybeans
424.1,46.5,33.9,Millet
643.0,45.8,17.7,Tomatoes
713.6,54.8,28.9,Wheat
1115.5,53.5,20.0,Millet
886.3,60.4,32.8,Groundnuts
592.2,59.8,25.9,Sorghum
1190.1,58.9,34.6,Kale
742.8,66.1,26.8,Pawpaw
1385.7,86.9,11.5,Lentils
1310.2,72.6,14.0,Cassava
965.4,90.0,11.4,Watermelon
705.3,66.7,17.1,Pumpkin
235.9,50.0,22.1,Groundnuts
1526.4,74.7,25.2,Kale
1051.9,86.7,23.1,Pumpkin
744.4,64.3,17.9,Rice
1937.4,76.3,16.3,Sorghum
262.3,46.0,13.1,Carrots
1138.0,88.8,25.0,Millet
353.9,63.0,16.9,Millet
1911.7,44.2,31.8,Garlic
1401.7,75.9,30.9,Groundnuts
1226.4,45.7,10.1,Tomatoes
411.5,58.3,25.1,Cowpeas
649.4,44.0,34.1,Sunflower
214.8,43.7,21.1,Carrots
358.5,61.9,19.2,Soybeans
1556.2,84.5,24.3,Cucumber
1089.1,75.6,31.4,Rice
602.5,90.0,18.3,Pumpkin
1106.5,56.1,23.3,Garlic
817.0,80.7,28.1,Carrots
748.0,54.2,20.6,Pineapple
761.6,40.7,17.3,Sweet Potatoes
1986.5,49.7,16.2,Lentils
1059.4,72.4,30.2,Kale
1049.2,77.7,17.8,Wheat
1263.6,77.8,17.1,Pumpkin
312.1,80.3,30.1,Irish Potatoes
1069.5,86.5,20.3,Cowpeas
1320.4,85.0,10.4,Groundnuts
776.1,61.5,11.6,Chilies
917.0,73.6,27.8,Kale
1104.2,75.8,21.1,Groundnuts
1614.1,43.8,13.0,Pineapple
1374.3,85.4,14.1,Cassava
1171.9,62.4,10.2,Spinach
624.2,88.3,21.7,Chilies
468.2,43.3,13.8,Bananas
1399.2,75.0,26.8,Chilies
1227.1,61.2,16.3,Sweet Potatoes
1614.5,49.4,34.4,Green Grams
1464.5,61.2,20.6,Irish Potatoes
690.1,63.4,26.6,Groundnuts
356.0,44.6,19.3,Lentils
1469.6,52.1,20.7,Sorghum
806.2,87.8,16.3,Pawpaw
1284.2,56.4,24.3,Sorghum
688.9,67.8,26.3,Kale
926.3,64.4,11.9,Peas
594.9,73.8,11.6,Watermelon
1136.5,83.4,27.1,Pawpaw
1597.0,45.4,27.9,Cowpeas
1719.9,59.9,20.4,Pawpaw
959.7,47.8,17.4,Spinach
1540.0,72.2,31.6,Peas
1441.6,40.6,19.3,Spinach
470.0,87.3,21.2,Kale
1414.4,88.5,21.2,Bananas
947.4,75.9,25.0,Pawpaw
1482.5,75.5,29.5,Peas
1629.7,85.2,30.6,Rice
1247.0,70.6,18.9,Pawpaw
534.8,76.0,16.8,Millet
1706.9,88.5,11.7,Groundnuts
1868.3,69.1,25.8,Tomatoes
1706.5,49.7,32.1,Green Grams
1036.9,46.9,24.6,Carrots
1246.1,59.4,10.5,Cassava
1227.5,89.8,18.9,Green Grams
243.0,58.7,23.7,Cassava
1528.6,89.6,19.8,Irish Potatoes
1106.3,86.8,32.4,Pineapple
376.8,70.1,14.6,Garlic
568.0,49.5,18.9,Sorghum
1960.3,52.8,17.8,Maize
209.2,45.9,21.3,Onions
1897.9,49.8,24.3,Pineapple
1371.3,75.2,17.1,Kale
492.5,84.5,30.1,Sorghum
610.4,79.0,10.6,Pumpkin
362.8,71.1,17.6,Kale
384.5,89.4,14.9,Spinach
592.2,85.3,17.4,Carrots
1220.6,81.9,30.7,Soybeans
1791.0,50.6,25.2,Peas
1538.3,86.2,14.9,Rice
486.5,70.2,31.9,Kale
1619.0,44.5,28.9,Garlic
1741.9,45.7,21.9,Chilies
1795.3,42.4,13.7,Cucumber
405.2,77.3,28.6,Cucumber
638.0,69.2,19.2,Wheat
731.9,52.2,10.9,Spinach
493.0,82.8,13.7,Pumpkin
1321.1,64.5,11.4,Groundnuts
1365.5,82.1,29.5,Maize
1783.2,44.2,33.0,Sorghum
1583.8,82.5,22.6,Pineapple
1833.9,46.5,25.8,Groundnuts
1555.0,51.3,23.6,Cucumber
1176.5,45.2,18.0,Cowpeas
454.4,89.1,21.9,Pawpaw
407.4,69.3,25.8,Bananas
1026.4,86.9,13.0,Wheat
691.8,59.1,12.6,Garlic
743.8,74.1,28.1,Sorghum
1613.7,54.8,27.9,Soybeans
673.3,47.8,13.8,Cassava
1075.0,51.8,27.2,Cabbage
1166.1,68.9,14.5,Wheat
613.8,89.4,27.2,Sorghum
1190.9,52.0,27.5,Tomatoes
1984.2,75.7,21.2,Sunflower
525.0,71.5,33.7,Peas
808.1,73.3,31.8,Rice
1211.4,84.4,20.8,Cabbage
542.8,55.4,10.1,Millet
1758.0,75.2,27.7,Green Grams
1223.4,55.9,13.3,Sunflower
733.4,54.8,22.3,Cucumber
841.9,48.3,29.5,Wheat
1240.0,71.8,16.8,Chilies
1242.7,45.6,32.8,Groundnuts
249.2,77.5,19.6,Cowpeas
1187.7,60.6,23.9,Groundnuts
1445.8,45.4,30.8,Chilies
1430.5,50.3,30.3,Spinach
905.9,41.4,17.9,Bananas
281.8,70.5,34.8,Pumpkin
1252.7,77.9,35.0,Spinach
479.4,42.5,12.8,Cassava
844.4,44.5,19.0,Garlic
1824.0,50.7,20.5,Carrots
890.2,61.4,13.9,Chilies
1126.5,64.7,33.5,Pawpaw
1588.4,74.6,29.0,Peas
1287.2,89.5,17.8,Bananas
1752.3,48.1,27.8,Cucumber
1280.2,75.5,21.4,Onions
1938.4,89.2,26.8,Tomatoes
253.8,52.9,34.4,Tomatoes
421.4,42.6,10.0,Peas
1211.1,44.6,21.5,Cassava
1573.3,55.5,14.9,Cabbage
1342.6,88.0,20.5,Groundnuts
1905.3,42.7,30.3,Garlic
773.0,74.3,15.3,Kale
775.9,76.4,22.7,Sorghum
476.1,82.7,10.6,Sorghum
1847.7,59.4,12.8,Peas
284.5,50.2,17.0,Sweet Potatoes
1197.7,72.9,31.9,Cassava
511.4,50.9,30.7,Sorghum
284.0,42.2,33.9,Spinach
1389.9,45.9,17.6,Lentils
421.9,53.3,23.6,Bananas
685.8,41.7,33.8,Beans
297.7,58.0,11.7,Cowpeas
307.7,84.8,12.8,Millet
1751.6,85.9,21.3,Groundnuts
656.2,40.1,31.3,Kale
1467.1,70.7,12.7,Cowpeas
1275.6,47.1,30.8,Carrots
348.3,88.1,24.5,Spinach
223.4,78.7,13.1,Peas
683.3,43.9,32.2,Green Grams
1667.2,59.2,12.9,Cucumber
331.0,71.7,33.8,Onions
787.5,55.3,24.4,Bananas
699.9,53.9,15.7,Garlic
855.0,61.7,22.4,Peas
911.0,77.5,21.1,Maize
568.2,56.3,32.3,Lentils
222.7,54.9,13.7,Groundnuts
1850.7,83.4,29.9,Pawpaw
904.2,64.6,29.8,Onions
348.7,84.7,26.9,Sorghum
1693.9,53.8,17.4,Rice
389.1,53.8,33.1,Soybeans
1571.7,71.5,26.1,Cabbage
1520.0,59.3,28.5,Spinach
683.4,60.8,25.8,Sweet Potatoes
1725.2,65.9,20.5,Watermelon
1702.6,70.3,25.0,Cowpeas
837.0,85.2,23.1,Peas
475.9,88.8,10.4,Cucumber
1800.8,65.9,21.1,Maize
1633.7,47.2,23.8,Spinach
966.3,68.7,19.5,Green Grams
1119.3,50.0,29.5,Chilies
641.0,74.8,30.6,Pineapple
1489.5,43.0,19.1,Groundnuts
698.5,88.7,17.9,Sunflower
1836.6,75.6,29.1,Sorghum
1746.0,44.2,10.9,Irish Potatoes
482.4,87.4,12.7,Cowpeas
738.8,42.1,14.0,Cucumber
257.8,87.0,21.5,Millet
1270.4,64.9,15.9,Spinach
1034.3,76.6,29.4,Peas
1494.9,61.9,30.0,Tomatoes
1586.7,77.7,12.4,Chilies
1564.2,69.3,17.8,Cassava
440.2,46.9,25.2,Pumpkin
1193.0,42.0,30.7,Soybeans
1041.8,82.7,32.8,Bananas
487.6,89.7,12.0,Chilies
249.6,62.2,16.0,Cassava
312.4,69.5,34.8,Kale
1855.3,64.3,28.6,Irish Potatoes
1699.3,47.1,18.1,Irish Potatoes
633.0,55.1,12.4,Groundnuts
