Rainfall,Humidity,Temperature,pH,Label
878.59,40.79,32.54,6.11,Bananas
1463.05,42.38,29.33,8.18,Peas
885.75,43.5,31.34,7.27,Rice
1079.91,55.83,11.36,7.82,Sweet Potatoes
1453.37,55.98,12.74,7.68,Rice
1171.58,40.52,18.48,5.13,Millet
840.11,83.0,10.82,5.53,Cassava
313.0,54.68,28.77,6.13,Maize
674.25,65.38,10.41,4.58,Kale
1451.01,57.54,15.09,5.31,Maize
307.3,74.54,12.22,7.22,Bananas
430.27,78.4,12.92,4.61,Millet
1187.2,45.29,19.94,4.83,Cabbage
360.61,78.45,12.82,8.07,Millet
913.11,87.0,10.85,6.58,Cabbage
500.32,76.44,18.93,6.83,Carrots
635.85,77.64,32.2,6.27,Millet
1046.97,53.8,12.95,7.77,Cowpeas
1232.47,53.45,29.15,6.11,Carrots
1336.97,73.31,32.86,4.6,Maize
461.09,44.74,25.04,7.46,Onions
1023.44,86.45,10.37,7.54,Peas
468.15,65.36,29.69,6.08,Cassava
1176.03,81.14,10.33,8.26,Sweet Potatoes
621.45,81.07,33.93,7.24,Bananas
1181.17,47.31,34.38,8.49,Rice
1294.94,57.38,22.74,4.92,Carrots
422.16,40.72,20.39,8.33,Beans
863.29,74.67,28.2,7.78,Watermelon
1396.58,84.74,11.6,6.42,Bananas
1406.2,60.59,32.63,7.54,Onions
464.47,77.33,29.37,7.6,Onions
960.62,47.69,15.07,7.93,Kale
669.76,84.67,32.2,8.03,Kale
498.85,87.95,23.9,7.42,Carrots
865.27,69.53,23.0,8.02,Lentils
518.12,75.92,23.94,5.22,Cowpeas
566.41,81.71,32.98,5.57,Cassava
1499.89,61.53,24.47,7.49,Beans
1111.27,46.5,17.4,7.71,Wheat
1173.71,83.88,14.99,6.95,Rice
1459.38,47.73,15.84,4.72,Onions
899.87,59.7,13.12,7.79,Watermelon
725.79,45.54,14.18,7.38,Onions
1312.1,84.02,23.55,7.55,Carrots
418.95,48.08,18.58,6.63,Beans
1456.57,50.89,26.21,5.37,Sorghum
872.26,86.93,27.67,7.23,Sweet Potatoes
1113.73,52.68,28.69,7.46,Carrots
1442.98,47.82,12.36,7.51,Wheat
432.79,72.47,10.32,5.31,Onions
1215.37,54.0,10.93,7.24,Peas
1089.65,59.79,30.93,6.29,Millet
394.23,87.27,29.99,8.15,Rice
463.25,42.75,21.69,5.51,Millet
452.07,85.68,26.15,5.72,Maize
879.27,83.49,15.94,7.04,Lentils
1339.16,42.44,27.06,7.76,Watermelon
1039.79,42.52,24.37,6.19,Wheat
1039.33,42.98,12.46,7.39,Cassava
789.17,49.38,27.32,6.78,Irish Potatoes
548.73,42.59,15.06,7.43,Wheat
457.0,89.86,30.17,6.86,Sweet Potatoes
1270.0,84.39,14.43,5.22,Tomatoes
303.76,84.58,33.48,5.41,Wheat
1281.47,78.03,14.22,7.83,Wheat
572.5,49.64,16.48,7.73,Watermelon
451.81,40.58,12.45,4.61,Watermelon
1454.56,74.39,34.44,7.38,Carrots
471.17,70.69,23.99,6.75,Cowpeas
695.15,68.05,26.17,8.01,Carrots
630.6,75.54,29.38,7.64,Onions
512.84,73.66,31.41,7.68,Maize
879.86,76.62,10.61,7.29,Wheat
1308.37,55.97,21.57,4.96,Cassava
1471.0,88.33,33.86,5.58,Wheat
310.61,89.96,16.24,4.85,Irish Potatoes
360.42,43.92,24.4,7.32,Watermelon
1345.08,48.24,22.86,6.69,Lentils
1033.84,71.32,17.0,7.09,Peas
1408.15,67.22,12.93,8.0,Sorghum
1429.91,52.6,17.14,5.44,Rice
1270.66,74.96,30.87,7.99,Cabbage
1466.78,73.82,28.48,5.28,Sweet Potatoes
1126.72,82.37,19.54,7.67,Maize
897.66,78.81,11.78,7.78,Peas
1063.12,67.1,27.81,7.36,Bananas
1270.07,56.07,28.43,7.6,Sorghum
478.52,72.04,12.47,7.88,Bananas
1223.67,46.07,27.41,5.85,Cowpeas
697.29,65.78,14.14,7.88,Watermelon
890.37,84.6,11.74,4.66,Millet
450.85,50.5,12.94,8.49,Watermelon
1423.8,54.89,17.1,4.82,Wheat
327.03,53.78,32.12,7.24,Millet
1295.49,71.6,22.96,4.54,Lentils
912.86,41.05,31.53,7.34,Beans
582.62,49.84,14.92,8.19,Onions
1306.35,75.16,21.26,6.12,Bananas
1121.78,57.8,16.48,8.29,Kale
663.24,50.7,27.05,7.79,Cabbage
972.23,83.62,31.6,5.58,Tomatoes
584.25,61.89,15.01,7.32,Cabbage
361.58,70.04,25.2,5.6,Maize
1264.29,88.42,28.21,7.23,Carrots
725.54,60.88,17.0,6.36,Cassava
484.01,74.03,11.79,7.73,Cowpeas
1394.24,74.97,30.52,4.94,Green Grams
660.34,50.73,23.52,5.48,Sorghum
373.51,57.31,21.39,5.14,Cowpeas
1132.51,72.62,28.98,5.49,Green Grams
891.44,58.18,31.39,7.75,Wheat
803.74,80.61,26.1,6.09,Watermelon
1414.49,53.9,21.86,4.75,Cassava
884.51,41.29,14.18,7.16,Bananas
984.38,70.95,33.36,4.67,Maize
1472.06,73.54,21.09,6.98,Millet
862.44,82.64,25.53,6.68,Kale
482.95,62.61,32.64,7.89,Tomatoes
1113.39,82.06,16.82,5.67,Maize
631.81,84.38,28.81,8.15,Beans
633.11,62.86,18.84,4.98,Cassava
1400.25,66.87,14.5,6.14,Wheat
859.73,49.83,32.75,6.85,Millet
644.69,71.36,27.59,5.56,Green Grams
542.02,47.13,10.72,7.17,Peas
508.51,47.21,10.74,8.42,Beans
462.56,87.47,25.32,7.76,Kale
491.67,85.67,22.71,4.86,Beans
815.91,53.0,34.55,7.1,Maize
1421.98,60.22,24.34,6.56,Lentils
1277.76,68.55,26.54,4.73,Cabbage
852.37,63.85,10.89,5.36,Onions
963.26,81.48,20.2,5.39,Millet
956.93,44.36,15.06,8.39,Lentils
656.26,52.26,15.28,8.43,Wheat
1411.99,53.19,15.38,8.48,Wheat
1166.37,73.95,33.38,4.62,Irish Potatoes
1135.79,75.83,10.59,4.96,Cabbage
705.88,84.69,11.95,5.02,Maize
1051.37,42.35,16.34,5.17,Peas
451.7,51.57,17.17,5.96,Sweet Potatoes
937.84,81.08,23.58,6.74,Kale
893.38,89.07,33.12,5.61,Tomatoes
982.72,82.46,22.25,4.96,Beans
1141.52,41.37,12.41,5.14,Lentils
1287.33,72.15,11.55,7.41,Carrots
924.63,66.72,17.72,7.25,Tomatoes
433.73,87.6,18.19,7.73,Irish Potatoes
1463.0,53.94,12.86,6.34,Sweet Potatoes
1064.32,88.45,14.13,6.64,Sorghum
514.11,74.51,23.17,7.07,Green Grams
896.19,87.66,17.99,7.82,Green Grams
1136.53,85.14,29.42,5.98,Carrots
1374.15,42.64,11.99,6.92,Watermelon
920.79,87.14,15.99,7.61,Sorghum
336.66,67.2,28.16,5.83,Irish Potatoes
794.4,86.57,11.83,4.8,Millet
1256.59,86.87,19.78,5.05,Onions
1296.66,77.12,10.92,6.58,Carrots
492.84,58.16,14.59,7.33,Cowpeas
1155.93,82.74,17.9,7.36,Watermelon
891.88,70.11,12.36,5.26,Sorghum
817.13,55.51,30.56,5.64,Kale
707.26,58.82,25.24,7.25,Beans
428.23,55.29,33.77,4.93,Kale
713.6,71.57,24.74,8.1,Tomatoes
720.16,67.71,32.9,7.88,Cabbage
1207.3,80.73,27.95,7.76,Rice
423.21,68.19,31.7,8.42,Cassava
300.49,80.86,26.69,6.35,Cassava
489.79,64.94,32.7,5.81,Bananas
1032.93,59.33,20.6,6.27,Peas
602.3,75.2,21.87,7.28,Lentils
615.71,56.33,27.3,5.21,Cowpeas
944.7,72.95,34.36,5.35,Millet
505.2,85.47,12.11,4.95,Millet
1232.6,56.21,13.33,5.3,Irish Potatoes
1180.4,49.34,21.88,7.72,Tomatoes
1067.68,72.68,24.94,5.26,Cabbage
1299.56,76.44,25.14,6.1,Kale
855.53,86.52,16.37,6.59,Irish Potatoes
345.02,79.18,22.89,5.66,Peas
484.09,56.81,11.11,5.73,Bananas
1186.35,40.13,33.81,7.29,Watermelon
885.28,81.77,26.27,7.93,Kale
851.76,70.52,33.16,5.02,Watermelon
1190.55,67.72,34.83,5.88,Cabbage
1196.87,56.54,15.14,6.35,Watermelon
1453.82,86.16,27.03,7.95,Kale
324.51,40.55,23.71,4.99,Maize
1059.69,76.73,23.47,4.97,Onions
1451.64,60.61,34.15,7.58,Rice
610.92,58.07,28.53,7.94,Cabbage
1395.23,71.35,31.15,5.94,Onions
360.15,80.67,28.51,6.61,Cabbage
935.92,46.13,28.78,4.69,Carrots
487.93,89.34,16.67,5.25,Wheat
747.59,57.81,30.17,8.18,Sorghum
858.74,52.99,10.88,6.6,Cabbage
1439.03,65.29,25.25,6.94,Onions
1239.19,80.42,18.18,5.35,Carrots
976.93,76.47,15.6,5.77,Bananas
1369.14,49.14,19.31,4.55,Carrots
1233.91,42.04,15.85,6.72,Onions
329.45,55.06,29.52,7.72,Watermelon
1406.58,69.61,24.59,6.0,Kale
541.69,86.88,14.92,5.61,Irish Potatoes
1264.94,45.51,11.03,8.12,Kale
338.45,73.63,14.11,5.03,Irish Potatoes
1301.78,88.66,31.68,5.16,Cabbage
908.18,78.54,28.11,6.36,Tomatoes
573.74,86.69,13.59,6.05,Green Grams
1471.07,45.14,25.71,7.31,Rice
395.99,48.91,15.52,6.51,Cabbage
395.79,59.56,13.69,6.39,Wheat
1285.66,74.32,20.76,7.73,Bananas
1167.18,89.87,20.73,7.31,Lentils
1148.08,51.54,18.18,7.8,Maize
793.92,41.42,14.06,8.35,Cowpeas
1379.78,41.95,19.86,7.16,Bananas
577.96,85.22,13.52,7.64,Millet
917.67,75.29,17.46,8.47,Wheat
1060.32,63.84,25.28,6.57,Kale
621.74,51.79,32.38,5.12,Rice
1144.55,79.98,26.74,5.08,Green Grams
590.88,79.5,31.86,4.52,Sorghum
412.45,60.68,34.53,7.1,Bananas
1308.04,49.81,18.67,4.8,Bananas
840.29,58.56,28.92,7.51,Tomatoes
791.27,52.1,28.68,7.45,Watermelon
1060.88,82.24,20.7,7.31,Green Grams
460.22,88.46,25.96,8.22,Irish Potatoes
527.1,66.0,33.52,6.25,Carrots
815.01,79.29,26.58,6.8,Maize
1112.85,44.76,22.33,8.05,Cassava
1100.45,80.74,25.85,5.89,Kale
684.57,76.66,15.34,7.42,Cowpeas
1199.4,72.68,18.5,7.16,Rice
869.89,65.48,16.35,8.36,Sorghum
731.37,55.72,34.5,6.86,Green Grams
555.3,40.83,11.77,7.28,Watermelon
1033.56,57.28,30.91,4.51,Beans
642.98,59.19,26.03,8.11,Tomatoes
792.17,42.34,10.98,4.85,Sorghum
567.75,66.78,32.59,7.54,Wheat
373.53,68.58,15.35,6.42,Tomatoes
905.45,88.61,24.59,7.04,Peas
602.36,86.95,32.79,4.5,Rice
1269.72,52.49,10.31,7.89,Millet
952.27,63.25,15.98,5.2,Carrots
951.39,71.23,16.76,5.32,Cowpeas
576.82,69.96,13.54,4.92,Tomatoes
301.01,70.13,13.71,6.23,Carrots
1228.56,67.54,26.59,7.38,Sorghum
798.07,55.36,26.96,7.17,Cassava
1023.55,85.19,17.24,4.77,Cowpeas
618.71,42.3,14.5,5.54,Watermelon
310.85,74.54,27.7,5.84,Cassava
914.28,44.26,26.01,5.91,Tomatoes
473.54,77.47,33.71,4.72,Cowpeas
1488.95,44.9,27.16,8.22,Lentils
1383.11,50.1,21.08,7.9,Sorghum
741.76,49.94,30.9,6.12,Irish Potatoes
1051.11,65.16,29.16,8.4,Cowpeas
1059.44,84.77,25.9,5.28,Sorghum
1038.29,67.58,13.57,5.11,Wheat
786.09,67.33,22.8,5.05,Cowpeas
484.85,76.65,34.93,6.15,Tomatoes
1035.78,63.93,30.66,4.75,Irish Potatoes
454.35,69.65,32.8,5.11,Irish Potatoes
1087.79,72.02,19.83,7.64,Sweet Potatoes
1123.18,64.56,30.79,5.2,Beans
1331.82,81.13,18.97,7.22,Sweet Potatoes
334.16,81.69,16.4,7.12,Sweet Potatoes
711.03,73.06,31.43,8.49,Rice
699.88,82.57,33.19,7.11,Peas
558.26,58.6,12.34,5.17,Carrots
789.39,79.01,26.28,8.38,Peas
1142.7,50.41,19.92,7.03,Sorghum
378.2,82.0,29.62,8.44,Beans
638.64,64.29,22.44,6.43,Kale
832.24,56.54,33.05,5.02,Bananas
1492.34,42.9,29.94,5.65,Peas
1022.7,42.42,16.76,7.56,Cabbage
638.16,67.56,24.43,5.06,Carrots
983.75,86.47,29.93,7.29,Peas
480.44,73.87,32.43,4.75,Kale
511.75,61.74,32.86,5.32,Cowpeas
1419.05,54.39,26.58,7.87,Kale
1267.49,72.24,13.88,8.08,Wheat
696.35,43.07,26.33,8.2,Cassava
1465.79,49.61,31.59,7.82,Kale
1187.83,87.55,17.44,8.25,Cowpeas
1287.36,85.09,21.34,5.17,Beans
450.29,54.06,31.14,8.07,Cassava
1140.34,56.35,10.53,6.84,Wheat
1135.64,75.35,21.63,7.58,Sweet Potatoes
885.48,56.93,24.69,5.56,Maize
301.45,79.23,10.89,6.45,Onions
1115.49,46.41,23.9,6.79,Tomatoes
854.58,67.01,13.86,6.96,Millet
1103.55,87.68,25.63,8.26,Millet
1275.76,85.92,15.73,7.22,Maize
305.78,66.27,18.38,5.76,Kale
722.61,82.76,18.71,4.7,Bananas
506.28,49.44,21.49,8.19,Kale
1118.91,74.5,17.34,7.77,Peas
1045.33,79.14,18.6,7.37,Peas
381.17,65.4,16.11,6.02,Kale
627.96,56.58,29.9,7.71,Maize
1373.06,54.73,11.26,7.35,Sweet Potatoes
775.23,79.86,21.57,5.19,Cabbage
505.71,52.53,32.69,4.78,Tomatoes
1290.54,55.64,33.58,6.49,Sweet Potatoes
792.04,60.06,18.05,7.4,Rice
931.13,76.35,32.12,5.6,Beans
1389.14,75.15,18.63,6.29,Irish Potatoes
1466.88,65.8,30.45,4.87,Beans
1331.29,82.33,12.11,7.64,Tomatoes
1400.09,80.5,32.84,4.86,Beans
790.91,87.92,18.72,7.6,Sorghum
1470.51,82.17,17.66,7.62,Peas
558.53,47.23,14.3,7.68,Kale
1074.61,87.01,26.47,5.69,Beans
1274.82,75.28,19.95,5.28,Peas
1499.36,87.53,33.63,4.93,Beans
551.4,55.92,24.79,7.35,Kale
956.9,73.5,13.55,6.68,Beans
454.11,76.82,22.83,6.95,Beans
757.53,78.29,33.97,5.47,Beans
1286.35,75.94,30.71,7.91,Peas
826.63,84.57,12.69,6.57,Beans
404.06,56.41,11.75,5.25,Irish Potatoes
574.16,50.96,10.12,6.2,Lentils
347.29,88.8,17.44,6.42,Lentils
449.67,43.21,16.59,5.19,Beans
1088.84,50.55,22.62,8.12,Irish Potatoes
877.91,82.02,32.47,7.11,Sorghum
1301.26,77.34,34.59,6.88,Tomatoes
1436.98,59.35,30.01,6.14,Onions
633.81,68.68,20.89,6.28,Wheat
760.69,45.59,29.96,5.75,Beans
953.93,43.53,22.36,8.18,Sweet Potatoes
1487.58,88.32,19.25,5.34,Onions
1404.4,80.1,27.4,6.33,Cowpeas
389.01,76.83,26.92,5.17,Peas
1130.28,56.24,34.49,8.44,Sorghum
491.63,62.96,25.03,6.07,Watermelon
326.56,46.27,15.31,6.4,Bananas
1178.47,61.78,14.13,6.89,Tomatoes
1173.36,89.99,33.88,4.91,Wheat
1158.63,69.16,24.48,4.54,Onions
1005.56,59.72,23.35,4.51,Sorghum
1019.39,77.48,14.82,5.07,Maize
1042.08,88.67,10.65,5.8,Green Grams
1038.54,40.14,13.34,6.58,Onions
1354.49,79.16,26.09,7.22,Green Grams
905.75,50.92,12.07,8.32,Rice
732.53,60.47,12.76,6.65,Millet
1377.11,57.64,11.07,6.24,Rice
1057.25,54.53,18.56,4.6,Kale
825.79,55.14,30.64,6.27,Irish Potatoes
1412.39,72.92,30.47,5.84,Irish Potatoes
881.92,85.01,33.74,5.46,Beans
771.7,88.77,20.79,5.38,Lentils
1423.26,62.29,31.85,7.33,Cowpeas
1378.48,41.0,30.07,5.24,Cassava
1467.65,43.75,19.99,4.97,Bananas
333.31,68.98,33.91,8.34,Cabbage
1486.88,82.97,28.55,7.35,Kale
823.48,44.65,15.56,8.3,Onions
1273.08,40.93,31.53,7.69,Lentils
530.73,73.03,13.16,4.9,Sorghum
1242.51,53.34,10.35,6.33,Sweet Potatoes
1203.14,84.35,18.08,8.41,Sweet Potatoes
1091.45,77.1,19.53,8.19,Green Grams
1029.3,63.94,33.35,5.02,Kale
341.93,58.44,30.04,8.49,Tomatoes
1140.76,83.91,17.2,6.08,Maize
1112.71,76.49,18.43,4.73,Bananas
1364.67,79.04,19.26,6.73,Lentils
974.98,89.83,21.88,7.29,Irish Potatoes
484.93,54.23,12.71,5.92,Millet
566.11,52.98,32.34,5.74,Carrots
559.62,51.23,30.82,6.79,Sorghum
1325.62,86.0,28.74,4.66,Sorghum
573.85,71.35,26.38,6.07,Irish Potatoes
1406.44,71.37,22.58,4.74,Green Grams
562.35,51.36,31.3,5.01,Cabbage
1390.56,58.37,31.55,6.28,Cabbage
335.45,86.24,22.28,6.9,Lentils
1486.9,79.88,13.91,6.85,Cowpeas
883.02,63.38,26.1,4.93,Wheat
977.47,61.67,24.89,6.78,Wheat
1326.44,41.83,18.9,6.27,Bananas
651.67,41.94,27.73,5.43,Lentils
1330.41,62.04,28.49,4.52,Sorghum
451.63,43.13,10.27,5.54,Cassava
609.66,87.02,21.58,5.64,Cabbage
921.35,56.79,16.52,7.8,Bananas
831.4,80.06,27.95,7.9,Rice
335.63,65.34,23.27,6.54,Peas
449.29,82.57,21.1,7.13,Onions
503.08,51.91,28.24,6.42,Cabbage
1359.24,54.96,20.68,8.07,Rice
1044.89,48.47,12.78,6.29,Peas
1293.28,53.01,31.55,6.66,Bananas
1342.85,74.61,15.86,5.67,Peas
581.65,83.13,24.66,7.8,Millet
458.36,80.2,13.5,4.74,Lentils
1013.59,54.84,21.01,8.4,Beans
824.84,53.97,18.94,8.06,Tomatoes
907.4,43.37,30.87,6.97,Sorghum
996.19,53.49,14.0,6.17,Beans
1214.07,51.43,13.69,6.72,Watermelon
1356.21,55.3,10.01,6.66,Sweet Potatoes
305.79,51.01,32.37,8.37,Maize
890.43,50.51,26.43,7.38,Cassava
809.99,64.77,14.8,6.02,Carrots
1475.13,57.09,14.08,5.67,Tomatoes
1321.41,50.78,22.45,5.53,Kale
502.76,47.08,11.38,8.2,Kale
599.08,83.12,29.98,7.07,Irish Potatoes
1195.84,58.82,18.12,8.14,Millet
1166.57,52.43,17.26,7.02,Sweet Potatoes
743.21,65.09,15.79,5.51,Bananas
1044.62,64.86,21.21,5.39,Irish Potatoes
785.45,42.88,32.54,6.8,Millet
535.41,74.03,20.27,5.97,Irish Potatoes
1490.54,66.05,33.62,4.64,Kale
691.04,49.78,21.52,4.95,Kale
499.9,83.17,18.97,8.06,Cabbage
675.01,54.05,23.37,5.23,Maize
649.89,58.83,33.27,6.26,Wheat
734.64,64.7,19.51,6.21,Beans
926.34,68.97,32.18,6.72,Sweet Potatoes
403.76,46.95,14.22,5.76,Irish Potatoes
400.53,80.46,31.03,5.88,Watermelon
864.99,68.71,31.13,6.39,Peas
1141.01,43.96,24.63,6.23,Rice
618.31,47.58,24.12,7.27,Cassava
321.17,59.82,11.82,6.84,Sorghum
413.14,71.73,10.29,4.65,Beans
407.63,69.99,33.73,6.12,Cassava
1414.84,77.19,17.48,5.74,Wheat
1176.62,52.86,34.24,5.29,Lentils
840.94,63.86,32.06,6.76,Kale
1182.3,48.18,14.15,4.89,Sweet Potatoes
452.13,47.11,19.91,8.23,Wheat
921.47,72.34,20.08,8.18,Irish Potatoes
957.91,72.14,19.22,6.02,Maize
1244.7,69.01,20.89,8.15,Carrots
1352.14,40.97,26.72,6.48,Millet
1244.47,41.36,31.78,5.16,Onions
1452.64,62.94,23.91,7.11,Irish Potatoes
1339.01,56.12,20.88,4.96,Watermelon
499.89,51.21,14.05,5.92,Beans
639.18,49.38,33.21,5.77,Onions
423.95,79.35,18.22,6.0,Peas
1482.5,72.33,19.38,4.94,Sorghum
300.01,83.04,19.35,7.63,Carrots
946.65,47.79,24.24,8.26,Green Grams
687.48,52.51,19.77,4.99,Sweet Potatoes
696.13,59.09,27.81,7.83,Carrots
550.11,84.28,11.38,5.69,Tomatoes
822.91,86.87,10.85,5.98,Irish Potatoes
724.02,89.02,19.96,6.36,Lentils
839.53,46.2,27.32,6.32,Wheat
847.84,72.76,14.64,4.58,Irish Potatoes
355.32,44.14,29.24,6.39,Sweet Potatoes
1416.45,86.61,29.08,5.17,Bananas
1377.21,84.45,27.57,4.8,Tomatoes
696.11,59.8,19.55,5.55,Maize
632.58,86.42,26.18,7.28,Cabbage
568.18,82.03,30.4,5.14,Cabbage
495.38,60.03,10.88,4.54,Peas
748.47,52.26,21.78,8.32,Onions
1006.62,47.82,27.42,7.94,Wheat
767.0,87.75,30.07,4.52,Carrots
1424.27,74.47,30.03,5.0,Irish Potatoes
669.61,80.63,12.15,6.15,Cowpeas
925.54,54.67,31.2,7.02,Rice
830.14,53.69,21.11,8.05,Lentils
427.36,71.12,29.11,4.62,Cassava
821.42,81.73,19.11,7.22,Sorghum
888.07,54.7,21.58,5.79,Kale
1418.64,52.85,23.45,5.41,Lentils
430.03,51.56,18.64,5.44,Carrots
1480.8,85.37,22.7,4.72,Tomatoes
1048.96,43.2,12.56,8.48,Irish Potatoes
803.82,59.96,23.02,5.07,Cassava
542.08,82.72,10.97,7.85,Bananas
451.1,45.3,19.54,6.0,Onions
1467.46,86.7,31.02,6.77,Millet
311.99,67.95,21.74,8.06,Sorghum
853.92,67.76,26.82,8.5,Beans
740.89,87.72,26.24,5.11,Maize
418.68,51.63,20.38,6.35,Onions
964.13,62.03,30.25,4.92,Watermelon
972.76,49.0,15.07,7.84,Onions
364.55,47.85,10.91,6.64,Sorghum
1159.74,66.16,12.77,6.85,Kale
1211.22,64.45,10.4,6.34,Watermelon
956.65,46.46,22.39,6.65,Onions
1139.54,62.85,27.76,6.38,Tomatoes
465.52,44.5,13.48,7.25,Sweet Potatoes
347.45,49.65,31.98,6.52,Wheat
837.31,79.72,24.87,4.88,Cassava
302.04,87.26,33.07,5.52,Rice
1075.68,78.54,26.2,5.21,Carrots
1474.55,61.03,27.63,5.2,Carrots
916.47,70.54,31.02,5.2,Sorghum
1377.11,85.77,14.05,5.47,Millet
334.36,79.57,28.78,7.22,Lentils
1117.4,67.87,27.14,5.88,Cassava
1379.73,57.69,32.8,5.86,Watermelon
1320.53,57.2,12.21,6.3,Carrots
1312.57,69.76,19.96,6.88,Maize
511.32,89.96,31.72,5.91,Cabbage
371.6,79.62,30.79,6.02,Cabbage
755.33,59.14,23.78,6.49,Wheat
1313.21,71.46,33.66,6.57,Millet
1011.84,44.07,17.88,6.48,Rice
392.91,53.52,17.62,6.85,Millet
522.29,62.62,26.76,6.78,Cassava
858.31,63.51,16.79,8.45,Cassava
1485.05,71.7,25.62,4.56,Kale
812.35,54.49,12.17,8.11,Cassava
1173.16,88.62,21.42,5.7,Bananas
855.98,45.54,30.59,8.17,Peas
1325.52,70.99,33.57,6.71,Cabbage
981.57,75.59,23.31,5.1,Bananas
482.1,87.45,25.7,7.3,Rice
1338.89,71.11,15.16,7.59,Sweet Potatoes
1392.76,60.03,22.36,5.18,Cowpeas
1091.84,54.41,14.17,5.55,Green Grams
619.48,50.04,11.41,7.41,Onions
362.21,76.83,33.33,7.14,Irish Potatoes
1459.48,87.9,26.03,8.32,Sorghum
952.62,47.41,12.2,4.73,Maize
1194.09,75.65,33.8,7.58,Carrots
527.21,66.55,11.53,6.7,Carrots
1258.48,80.14,10.57,6.6,Rice
1078.87,84.8,15.86,6.14,Millet
483.67,74.08,33.73,8.17,Cassava
1056.91,79.67,18.77,6.39,Lentils
1161.71,79.77,18.13,6.16,Maize
1063.3,51.52,20.43,5.57,Sorghum
602.02,74.39,31.01,8.0,Watermelon
363.6,42.18,31.63,6.13,Wheat
338.89,44.44,26.12,7.8,Tomatoes
480.11,81.45,12.19,6.23,Wheat
318.78,73.96,14.01,6.38,Bananas
1044.55,80.17,15.58,6.78,Onions
863.84,51.74,33.85,6.28,Irish Potatoes
1295.88,55.91,10.94,5.55,Sweet Potatoes
386.31,83.09,33.23,5.11,Green Grams
723.33,69.85,32.62,7.7,Green Grams
462.31,45.18,24.08,7.72,Bananas
895.46,51.9,22.26,6.31,Rice
324.46,86.1,24.17,4.96,Kale
475.07,86.16,17.94,4.65,Kale
1301.05,81.16,19.98,4.66,Rice
377.03,56.33,31.04,5.12,Kale
1406.21,69.05,24.4,5.75,Green Grams
936.03,86.79,11.52,6.42,Cowpeas
757.68,62.51,22.5,6.64,Bananas
565.3,89.29,33.26,5.61,Rice
435.08,40.07,20.52,5.51,Kale
813.65,48.33,27.29,4.98,Wheat
311.05,60.89,34.09,7.5,Green Grams
795.67,61.62,20.76,4.84,Lentils
1282.31,66.35,23.88,5.76,Irish Potatoes
1161.96,79.06,19.83,5.51,Lentils
663.0,45.56,20.43,4.71,Peas
642.49,50.11,15.96,6.43,Sweet Potatoes
1376.63,52.73,34.1,8.3,Kale
383.29,59.73,31.35,7.11,Cassava
331.09,68.61,20.13,4.63,Onions
1165.08,60.94,22.03,6.29,Onions
1324.4,42.75,23.23,5.0,Watermelon
1118.25,53.22,31.92,5.8,Carrots
800.2,54.7,23.67,7.87,Sorghum
404.43,58.99,31.75,6.41,Cabbage
980.3,86.76,14.31,8.21,Sorghum
500.53,47.57,14.64,7.14,Maize
1372.87,88.19,28.43,6.15,Tomatoes
989.68,52.82,20.03,5.42,Rice
620.27,65.3,15.96,7.4,Beans
986.9,55.85,33.32,6.09,Maize
906.69,71.11,20.04,6.41,Beans
1368.13,65.52,15.0,6.62,Millet
1411.44,67.96,29.48,6.52,Wheat
1182.77,43.02,33.02,7.84,Cowpeas
538.98,47.77,11.07,6.15,Rice
1323.47,60.4,14.5,6.7,Beans
843.3,75.3,28.42,5.82,Onions
1172.54,54.62,28.58,5.5,Lentils
981.95,78.88,14.37,7.37,Cowpeas
903.72,71.83,23.42,6.35,Kale
1171.07,57.82,19.2,5.82,Onions
935.1,77.6,26.95,5.56,Onions
357.12,52.92,25.64,5.67,Cowpeas
329.1,74.91,11.99,7.46,Peas
954.27,62.55,13.65,5.36,Cabbage
1019.62,72.16,24.66,5.17,Cassava
747.88,43.65,15.39,6.81,Green Grams
600.27,80.39,22.86,5.05,Sorghum
346.1,61.93,15.41,5.53,Maize
547.3,81.26,23.09,6.68,Rice
813.75,87.73,13.36,6.89,Cassava
1076.17,45.9,28.31,8.13,Green Grams
628.61,64.63,15.25,6.89,Green Grams
1100.5,50.01,33.63,6.81,Millet
1399.17,75.52,29.2,5.83,Cassava
1437.33,72.61,30.9,7.86,Sweet Potatoes
358.16,51.74,33.59,7.13,Watermelon
1210.22,40.22,24.35,7.32,Sorghum
661.46,66.24,13.77,4.99,Watermelon
923.96,45.77,13.16,4.85,Wheat
486.94,67.58,27.75,8.23,Onions
349.53,89.18,33.31,5.18,Cabbage
1070.12,58.16,22.5,7.12,Cabbage
980.98,87.64,13.49,8.39,Peas
1465.13,52.15,16.59,5.11,Lentils
973.86,77.15,30.94,5.61,Bananas
548.81,85.94,24.76,7.94,Rice
882.32,44.5,33.41,6.66,Lentils
1027.69,67.17,22.91,7.58,Cowpeas
1062.45,85.81,28.22,6.37,Maize
1391.07,85.82,33.16,7.0,Tomatoes
782.75,51.73,13.22,8.33,Cowpeas
1084.87,67.07,10.12,7.66,Cassava
1263.61,69.9,25.03,5.88,Tomatoes
301.53,82.66,12.94,5.41,Wheat
1046.27,66.34,24.9,5.44,Maize
1010.01,84.59,34.65,7.29,Maize
1437.14,84.91,28.53,6.37,Rice
494.9,68.17,31.99,6.11,Cassava
